id,question,is_impossible,title,category,category_Affiliate License-Licensee,category_Affiliate License-Licensor,category_Agreement Date,category_Anti-Assignment,category_Audit Rights,category_Cap On Liability,category_Change Of Control,category_Competitive Restriction Exception,category_Covenant Not To Sue,category_Document Name,category_Effective Date,category_Exclusivity,category_Expiration Date,category_Governing Law,category_Insurance,category_Ip Ownership Assignment,category_Irrevocable Or Perpetual License,category_Joint Ip Ownership,category_License Grant,category_Liquidated Damages,category_Minimum Commitment,category_Most Favored Nation,category_No-Solicit Of Customers,category_No-Solicit Of Employees,category_Non-Compete,category_Non-Disparagement,category_Non-Transferable License,category_Notice Period To Terminate Renewal,category_Parties,category_Post-Termination Services,category_Price Restrictions,category_Renewal Term,category_Revenue/Profit Sharing,category_Rofr/Rofo/Rofn,category_Source Code Escrow,category_Termination For Convenience,category_Third Party Beneficiary,category_Uncapped Liability,category_Unlimited/All-You-Can-Eat-License,category_Volume Restriction,category_Warranty Duration,answer_text,answer_start,is_impossible_bin,has_answer,answer_len
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Minimum Commitment_4,"Highlight the parts (if any) of this contract related to ""Minimum Commitment"" that should be reviewed by a lawyer. Details: Is there a minimum order size or minimum amount or units per-time period that one party must buy from the counterparty under the contract?",False,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Minimum Commitment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(A)    375 units in the first Product Year (1999)

                  (B)    750 units in the next succeeding Product Year; (2000)

                  (C)    937 units in the next succeeding Product Year; (2001)

                  (D)    1,171 units in the next succeeding Product Year; (2002)

                  (E)    1,463 units in the next succeeding Product Year; (2003)

                  (F)    1,828 units in the next succeeding Product Year; (2004)

                  (G)    2,285 units in the next succeeding Product Year; (2005)

                  (H)    2,856  unit each in the lat  three  years of                          the initial Term of this  Agreement  and any                          renewals thereof.",8395.0,0,True,721.0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Volume Restriction_0,"Highlight the parts (if any) of this contract related to ""Volume Restriction"" that should be reviewed by a lawyer. Details: Is there a fee increase or consent requirement, etc. if one party’s use of the product/services exceeds certain threshold?",True,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Volume Restriction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,False,
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Ip Ownership Assignment_0,"Highlight the parts (if any) of this contract related to ""Ip Ownership Assignment"" that should be reviewed by a lawyer. Details: Does intellectual property created  by one party become the property of the counterparty, either per the terms of the contract or upon the occurrence of certain events?",True,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Ip Ownership Assignment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Joint Ip Ownership_0,"Highlight the parts (if any) of this contract related to ""Joint Ip Ownership"" that should be reviewed by a lawyer. Details: Is there any clause providing for joint or shared ownership of intellectual property between the parties to the contract?",True,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Joint Ip Ownership,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__License Grant_0,"Highlight the parts (if any) of this contract related to ""License Grant"" that should be reviewed by a lawyer. Details: Does the contract contain a license granted by one party to its counterparty?",False,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,License Grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Company  hereby   appoints                            Distributor as Company's exclusive distributor within                            the Market and grants to  Distributor  the  exclusive                            right  to sell and  distribute  Products  within  the                            Market,   and   Distributor   hereby   accepts   such                            appointment  and such grant,  in accordance  with the                            terms and conditions of this  Agreement.",2112.0,0,True,499.0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__License Grant_1,"Highlight the parts (if any) of this contract related to ""License Grant"" that should be reviewed by a lawyer. Details: Does the contract contain a license granted by one party to its counterparty?",False,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,License Grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Company  hereby grants the  Distributor                            the right to do business  and use the name  ""Electric                            City of  Illinois""  or a  similar  variation  thereof                            (collectively   the   ""Names"")  for  use  under  this                            Agreement.",3756.0,0,True,324.0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Non-Transferable License_0,"Highlight the parts (if any) of this contract related to ""Non-Transferable License"" that should be reviewed by a lawyer. Details: Does the contract limit the ability of a party to transfer the license being granted to a third party?",True,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Non-Transferable License,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Affiliate License-Licensor_0,"Highlight the parts (if any) of this contract related to ""Affiliate License-Licensor"" that should be reviewed by a lawyer. Details: Does the contract contain a license grant by affiliates of the licensor or that includes intellectual property of affiliates of the licensor? ",True,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Affiliate License-Licensor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Affiliate License-Licensee_0,"Highlight the parts (if any) of this contract related to ""Affiliate License-Licensee"" that should be reviewed by a lawyer. Details: Does the contract contain a license grant to a licensee (incl. sublicensor) and the affiliates of such licensee/sublicensor?",True,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Affiliate License-Licensee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Unlimited/All-You-Can-Eat-License_0,"Highlight the parts (if any) of this contract related to ""Unlimited/All-You-Can-Eat-License"" that should be reviewed by a lawyer. Details: Is there a clause granting one party an “enterprise,” “all you can eat” or unlimited usage license?",True,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Unlimited/All-You-Can-Eat-License,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,1,False,
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Irrevocable Or Perpetual License_0,"Highlight the parts (if any) of this contract related to ""Irrevocable Or Perpetual License"" that should be reviewed by a lawyer. Details: Does the contract contain a  license grant that is irrevocable or perpetual?",True,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Irrevocable Or Perpetual License,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Source Code Escrow_0,"Highlight the parts (if any) of this contract related to ""Source Code Escrow"" that should be reviewed by a lawyer. Details: Is one party required to deposit its source code into escrow with a third party, which can be released to the counterparty upon the occurrence of certain events (bankruptcy,  insolvency, etc.)?",True,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Source Code Escrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,False,
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Post-Termination Services_0,"Highlight the parts (if any) of this contract related to ""Post-Termination Services"" that should be reviewed by a lawyer. Details: Is a party subject to obligations after the termination or expiration of a contract, including any post-termination transition, payment, transfer of IP, wind-down, last-buy, or similar commitments?",False,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Post-Termination Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Upon the expiration or termination of                   this  Agreement,  pursuant to Section  4.1 or 4.2 hereof,  the                   Company may, at its option to be  exercised  within 30 days of                   the date of the termination of this Agreement, and in its sole                   discretion,  repurchase  any Products in the possession of the                   Distributor  at the net invoice price paid by the  Distributor                   to  the  Company  less  any  applicable  special   allowances,                   discounts, shipping or allowances for cooperative advertising.",34710.0,0,True,604.0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Post-Termination Services_1,"Highlight the parts (if any) of this contract related to ""Post-Termination Services"" that should be reviewed by a lawyer. Details: Is a party subject to obligations after the termination or expiration of a contract, including any post-termination transition, payment, transfer of IP, wind-down, last-buy, or similar commitments?",False,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Post-Termination Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Following  expiration or                   termination of this Agreement, the Distributor may continue to                   sell any Products in the Market which are in its inventory",36343.0,0,True,182.0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Post-Termination Services_2,"Highlight the parts (if any) of this contract related to ""Post-Termination Services"" that should be reviewed by a lawyer. Details: Is a party subject to obligations after the termination or expiration of a contract, including any post-termination transition, payment, transfer of IP, wind-down, last-buy, or similar commitments?",False,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Post-Termination Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"If Company  terminates  the  Agreement  without  cause and for                   reasons other than  Distributor's  failure to meet its minimum                   expectations;   it  shall   repurchase  from  Distributor  any                   unopened  Product,  and shall bear all shipping,  handling and                   related  costs  notwithstanding  any other  remedies  to which                   Distributor  may be  entitled.",35333.0,0,True,435.0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Post-Termination Services_3,"Highlight the parts (if any) of this contract related to ""Post-Termination Services"" that should be reviewed by a lawyer. Details: Is a party subject to obligations after the termination or expiration of a contract, including any post-termination transition, payment, transfer of IP, wind-down, last-buy, or similar commitments?",False,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Post-Termination Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,and which the Company has not repurchased.,36591.0,0,True,42.0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Audit Rights_0,"Highlight the parts (if any) of this contract related to ""Audit Rights"" that should be reviewed by a lawyer. Details: Does a party have the right to  audit the books, records, or physical locations of the counterparty to ensure compliance with the contract?",True,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Audit Rights,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Uncapped Liability_0,"Highlight the parts (if any) of this contract related to ""Uncapped Liability"" that should be reviewed by a lawyer. Details: Is a party’s liability uncapped upon the breach of its obligation in the contract? This also includes uncap liability for a particular type of breach such as IP infringement or breach of confidentiality obligation.",True,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Uncapped Liability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,1,False,
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Cap On Liability_0,"Highlight the parts (if any) of this contract related to ""Cap On Liability"" that should be reviewed by a lawyer. Details: Does the contract include a cap on liability upon the breach of a party’s obligation? This includes time limitation for the counterparty to bring claims or maximum amount for recovery.",True,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Cap On Liability,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Liquidated Damages_0,"Highlight the parts (if any) of this contract related to ""Liquidated Damages"" that should be reviewed by a lawyer. Details: Does the contract contain a clause that would award either party liquidated damages for breach or a fee upon the termination of a contract (termination fee)?",True,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Liquidated Damages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Warranty Duration_0,"Highlight the parts (if any) of this contract related to ""Warranty Duration"" that should be reviewed by a lawyer. Details: What is the duration of any  warranty against defects or errors in technology, products, or services  provided under the contract?",False,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Warranty Duration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"In the event of any  damages or                            other  defect in a  Product  which is  discovered  by                            Distributor   within   365   days   of   satisfactory                            installation  of  a  Product  at  Distributor's  or a                            subdistributor's   customer,  the  Distributor  shall                            promptly   report  the  same  to  the   Company   and                            reasonably  demonstrate the defect to the Company.",20860.0,0,True,514.0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Warranty Duration_1,"Highlight the parts (if any) of this contract related to ""Warranty Duration"" that should be reviewed by a lawyer. Details: What is the duration of any  warranty against defects or errors in technology, products, or services  provided under the contract?",False,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Warranty Duration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"The                            Company shall not have any obligation with respect to                            Products  after  365  days   following   delivery  to                            Distributor, except as provided herein.",20577.0,0,True,232.0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Warranty Duration_2,"Highlight the parts (if any) of this contract related to ""Warranty Duration"" that should be reviewed by a lawyer. Details: What is the duration of any  warranty against defects or errors in technology, products, or services  provided under the contract?",False,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Warranty Duration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"In the event that Company is unable or unwilling to                   promptly  perform any warranty work without  reasonable  cause                   and following  full and fair  opportunity  to do so, or in the                   event of the necessity  for  emergency  repairs of a defective                   Product  for  which  there  is no  reasonable  possibility  of                   performance by Company,  Distributor may perform such warranty                   work or hire a third party to perform such  warranty  work and                   the reasonable cost thereof shall be paid by Company.",27135.0,0,True,609.0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Warranty Duration_3,"Highlight the parts (if any) of this contract related to ""Warranty Duration"" that should be reviewed by a lawyer. Details: What is the duration of any  warranty against defects or errors in technology, products, or services  provided under the contract?",False,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Warranty Duration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"If, within the twenty-four  (24) month warranty                   period set forth above,  Company  received from Distributor or                   any of  Distributor's  end-user's  a notice  which may be oral                   notice  confirmed in writing)  that any of the  Products  sold                   hereunder do not meet the Warranties  specified above, Company                   shall  thereupon  correct  each such defect by  providing  the                   necessary repairs,  and/or replacement parts, or if necessary,                   Products.",25924.0,0,True,561.0
